                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.98595,                 1.1213,                0.60989,                0.89198,                0.78363,                0.70026,                0.77273,                0.51314,                0.75399,                0.63176,                0.70085,                 0.3704,                 1.1262,                 1.3419,                0.71043,                0.92679,             0.00093857,             0.00093857,             0.00093857
                    107,                0.98682,                 1.1604,                0.60772,                0.88705,                0.81499,                0.70307,                0.78272,                0.53023,                0.77138,                0.63652,                0.70668,                0.38571,                 1.1188,                 1.3445,                0.67755,                 0.9327,             0.00093385,             0.00093385,             0.00093385
                    108,                0.95891,                 1.1441,                0.60117,                0.88879,                0.73778,                0.70005,                0.76689,                0.52051,                0.73841,                0.63786,                0.71891,                0.40213,                 1.1218,                 1.3325,                0.71391,                 0.9339,             0.00092914,             0.00092914,             0.00092914
                    109,                0.98172,                  1.142,                0.61344,                0.88912,                 0.7865,                0.71321,                0.77001,                0.52648,                0.79407,                0.65359,                0.72285,                0.40932,                 1.1173,                  1.284,                0.69679,                0.93552,             0.00092442,             0.00092442,             0.00092442
                    110,                0.98276,                 1.1638,                0.60496,                0.89121,                0.84838,                0.67364,                  0.777,                0.52904,                0.81726,                0.63464,                0.71105,                  0.385,                 1.1196,                 1.3379,                0.70265,                 0.9348,              0.0009197,              0.0009197,              0.0009197
                    111,                0.98357,                 1.1051,                0.59976,                0.89129,                0.79702,                0.72321,                0.78611,                0.53781,                0.77841,                0.66018,                0.72148,                0.40274,                 1.1038,                 1.3146,                0.67655,                0.92503,             0.00091499,             0.00091499,             0.00091499
                    112,                0.96349,                 1.1313,                0.59672,                0.88793,                0.80181,                0.67621,                 0.7733,                0.52412,                0.76741,                0.63902,                0.71746,                0.39749,                 1.1287,                 1.3195,                 0.7263,                0.93978,             0.00091027,             0.00091027,             0.00091027
                    113,                0.98881,                 1.1605,                0.59119,                0.88568,                 0.8056,                0.73356,                   0.79,                 0.5336,                0.73363,                0.66607,                0.70428,                0.38684,                 1.1311,                 1.3244,                0.68063,                0.92762,             0.00090556,             0.00090556,             0.00090556
                    114,                0.97531,                 1.1466,                0.61354,                0.89172,                0.78982,                0.73478,                0.78773,                0.54165,                0.78117,                0.65106,                0.72106,                0.40016,                 1.1027,                 1.3177,                0.67414,                 0.9282,             0.00090084,             0.00090084,             0.00090084
                    115,                0.95755,                 1.1373,                0.60056,                0.88451,                 0.7901,                0.71811,                0.78609,                0.54079,                0.75727,                0.65939,                0.72344,                 0.3947,                 1.0944,                 1.2861,                0.66886,                0.92233,             0.00089613,             0.00089613,             0.00089613
                    116,                 0.9616,                 1.1471,                0.58693,                0.87737,                0.76476,                 0.7105,                0.77711,                0.53498,                0.77405,                0.63158,                0.71213,                0.39711,                 1.0906,                  1.279,                0.67569,                0.92227,             0.00089141,             0.00089141,             0.00089141
                    117,                0.95169,                 1.1106,                0.57587,                0.87683,                0.79429,                 0.7297,                0.78497,                0.53524,                0.74292,                0.68089,                0.72578,                0.39297,                 1.1279,                 1.3225,                0.67501,                0.94507,             0.00088669,             0.00088669,             0.00088669
                    118,                0.96042,                 1.0892,                0.60103,                0.87875,                0.80416,                0.71513,                0.78236,                0.53371,                0.74039,                0.65681,                0.70331,                0.38828,                 1.1127,                 1.2972,                0.69045,                0.92529,             0.00088198,             0.00088198,             0.00088198
                    119,                0.98644,                 1.1394,                 0.6024,                0.88926,                0.77749,                0.71112,                0.78307,                0.53236,                0.76413,                0.63491,                0.71057,                0.39104,                 1.1099,                 1.2923,                0.67047,                0.92382,             0.00087726,             0.00087726,             0.00087726
                    120,                0.93491,                 1.0838,                0.57463,                 0.8768,                0.77402,                0.71061,                 0.7859,                0.53184,                0.74983,                0.64432,                0.71391,                0.36518,                  1.105,                 1.3265,                0.65897,                0.93366,             0.00087255,             0.00087255,             0.00087255
                    121,                0.94829,                 1.1145,                0.58648,                0.88083,                0.78037,                0.71234,                0.77301,                0.52491,                0.75119,                0.63243,                0.69741,                0.37785,                 1.1304,                 1.3027,                0.70556,                0.93826,             0.00086783,             0.00086783,             0.00086783
                    122,                0.98177,                 1.1387,                 0.5959,                0.88636,                0.79075,                0.68548,                 0.7733,                0.53459,                0.76733,                0.63087,                0.71718,                0.39366,                 1.0907,                 1.2895,                0.68623,                0.93321,             0.00086312,             0.00086312,             0.00086312
                    123,                0.93902,                 1.0962,                0.58167,                0.87846,                0.81862,                0.72199,                0.78603,                0.53959,                0.77027,                0.66189,                0.71344,                0.38576,                 1.1004,                 1.2977,                0.67355,                0.93126,              0.0008584,              0.0008584,              0.0008584
                    124,                0.95404,                 1.1004,                0.57269,                0.88183,                0.81509,                0.73299,                0.79198,                0.54169,                0.77102,                0.67378,                0.72693,                0.39937,                 1.1087,                 1.3015,                0.66421,                0.93241,             0.00085368,             0.00085368,             0.00085368
                    125,                0.94848,                 1.1012,                 0.5871,                0.87921,                0.81432,                0.73255,                0.79142,                0.53827,                0.78864,                0.67032,                0.72243,                0.38965,                 1.1242,                  1.294,                0.66905,                0.92767,             0.00084897,             0.00084897,             0.00084897
                    126,                0.95343,                 1.0523,                 0.5885,                0.88496,                0.81211,                0.71644,                0.78755,                0.54376,                0.76804,                0.66935,                0.72788,                0.39702,                 1.0868,                 1.3118,                0.68315,                0.91852,             0.00084425,             0.00084425,             0.00084425
                    127,                0.95176,                 1.0818,                0.57988,                0.88287,                0.80693,                0.72668,                 0.7845,                0.53568,                0.76012,                 0.6797,                0.72481,                0.39174,                 1.0995,                 1.3002,                0.67673,                0.92172,             0.00083954,             0.00083954,             0.00083954
                    128,                0.97042,                 1.1494,                0.59591,                0.88932,                0.82125,                  0.726,                0.78457,                0.54085,                0.79719,                0.68045,                0.73571,                0.40975,                 1.1182,                 1.2942,                0.66926,                0.93555,             0.00083482,             0.00083482,             0.00083482
                    129,                0.93621,                 1.1041,                0.57713,                0.87263,                0.79761,                0.71402,                0.78419,                0.53306,                0.79376,                0.65026,                0.72072,                0.38444,                 1.1088,                 1.3189,                0.67156,                0.93238,             0.00083011,             0.00083011,             0.00083011
                    130,                0.94353,                 1.0943,                0.56504,                 0.8827,                0.81313,                0.71649,                0.79129,                0.53909,                0.77087,                0.66091,                 0.7286,                 0.3926,                 1.0912,                 1.2833,                0.66151,                0.92582,             0.00082539,             0.00082539,             0.00082539
                    131,                0.93853,                 1.1074,                 0.5762,                0.87679,                0.79305,                0.70378,                0.78185,                0.53418,                0.75605,                0.66375,                0.72119,                0.39439,                 1.0985,                 1.2913,                0.67697,                0.93061,             0.00082067,             0.00082067,             0.00082067
                    132,                0.94048,                 1.0766,                0.56222,                0.87279,                0.79419,                 0.7254,                 0.7846,                0.54413,                0.78263,                0.67366,                0.74053,                0.40597,                 1.0796,                 1.2915,                0.66578,                0.92383,             0.00081596,             0.00081596,             0.00081596
                    133,                0.93638,                 1.0948,                0.56859,                0.87405,                 0.7903,                0.73076,                0.79155,                0.54164,                0.79354,                0.66496,                0.73523,                0.40081,                  1.104,                   1.28,                0.66341,                0.92875,             0.00081124,             0.00081124,             0.00081124
                    134,                0.93986,                 1.0996,                0.56991,                0.88039,                 0.8297,                0.72043,                0.79683,                0.54376,                 0.7969,                0.66708,                0.73236,                0.40233,                 1.1132,                 1.2662,                 0.6596,                0.93756,             0.00080653,             0.00080653,             0.00080653
                    135,                0.94265,                  1.085,                0.57369,                0.87449,                0.79404,                0.73886,                0.78697,                0.53849,                0.77853,                0.68381,                0.73091,                0.39819,                 1.0934,                 1.2987,                0.67276,                0.92605,             0.00080181,             0.00080181,             0.00080181
                    136,                0.94016,                 1.1125,                0.57255,                0.88021,                0.78517,                0.74082,                0.78579,                 0.5335,                0.74151,                 0.6816,                0.71902,                0.38855,                 1.1164,                 1.3106,                0.67712,                0.94281,              0.0007971,              0.0007971,              0.0007971
                    137,                0.93536,                 1.1097,                0.56323,                0.87219,                0.74504,                0.73338,                0.79088,                0.54036,                0.73409,                0.65313,                0.72189,                0.39496,                  1.097,                 1.2991,                0.67472,                0.93138,             0.00079238,             0.00079238,             0.00079238
                    138,                 0.9602,                 1.0858,                0.58096,                0.88175,                0.75681,                0.70294,                0.78753,                0.53898,                0.73688,                0.64364,                0.71681,                0.39599,                 1.0878,                 1.3011,                0.69018,                0.92324,             0.00078766,             0.00078766,             0.00078766
                    139,                0.91048,                 1.0697,                0.54959,                0.86716,                0.80215,                 0.7244,                0.79332,                0.54711,                 0.7664,                0.66917,                0.72402,                0.39626,                 1.0863,                 1.2914,                0.65505,                0.92362,             0.00078295,             0.00078295,             0.00078295
                    140,                0.94663,                 1.0977,                0.57903,                0.87228,                0.79854,                0.72901,                0.78661,                 0.5432,                0.80723,                0.68168,                0.74124,                0.41197,                 1.1033,                 1.2942,                0.65602,                 0.9361,             0.00077823,             0.00077823,             0.00077823
                    141,                0.92069,                 1.0512,                0.55104,                0.87696,                0.78461,                0.73369,                0.78543,                0.54233,                0.74913,                0.67674,                0.71815,                0.39491,                 1.1042,                 1.2939,                 0.6697,                 0.9289,             0.00077352,             0.00077352,             0.00077352
                    142,                0.93398,                 1.1183,                0.56326,                0.88309,                0.82103,                0.70561,                0.78697,                0.54409,                 0.8112,                0.66005,                0.73787,                0.40295,                 1.0897,                 1.2859,                0.66145,                0.92768,              0.0007688,              0.0007688,              0.0007688
                    143,                0.92987,                  1.066,                0.56971,                0.87296,                0.81712,                0.71505,                0.79009,                0.54362,                0.78793,                0.67332,                  0.729,                0.41086,                 1.0945,                 1.3109,                0.65711,                0.93705,             0.00076409,             0.00076409,             0.00076409
                    144,                0.92968,                  1.088,                0.55429,                0.87317,                0.79838,                0.73332,                0.79108,                0.54067,                0.75652,                0.67881,                0.71684,                0.39516,                 1.1031,                 1.2788,                0.65184,                0.94277,             0.00075937,             0.00075937,             0.00075937
                    145,                0.92819,                 1.0868,                0.55774,                0.87025,                 0.7588,                0.72084,                0.77962,                0.53221,                0.73167,                0.67348,                0.73105,                0.41052,                 1.1138,                 1.2823,                0.69057,                0.94001,             0.00075465,             0.00075465,             0.00075465
                    146,                0.93244,                 1.0708,                0.55145,                0.87802,                0.81819,                0.72223,                0.79083,                0.55246,                0.79388,                0.66674,                0.73444,                0.41774,                 1.0965,                 1.2878,                0.65043,                0.94155,             0.00074994,             0.00074994,             0.00074994
                    147,                0.90158,                 1.0731,                0.54835,                0.86973,                0.80483,                0.73867,                0.79345,                0.54099,                0.76332,                0.68949,                0.72982,                0.38573,                 1.1255,                 1.3121,                0.66985,                0.95209,             0.00074522,             0.00074522,             0.00074522
                    148,                 0.9284,                 1.0941,                0.55446,                0.86982,                0.81543,                0.73536,                0.78772,                0.53988,                 0.7709,                0.67737,                0.72305,                0.39589,                 1.1288,                 1.2946,                0.65676,                0.95606,             0.00074051,             0.00074051,             0.00074051
                    149,                0.93842,                 1.0822,                0.55633,                0.87707,                0.80602,                0.74067,                0.78679,                0.53941,                0.76163,                0.68392,                0.72425,                0.40022,                 1.1313,                 1.2723,                0.65633,                0.95673,             0.00073579,             0.00073579,             0.00073579
                    150,                0.91904,                 1.0889,                0.55102,                 0.8692,                0.82393,                 0.7237,                0.78894,                0.54926,                0.78525,                0.67715,                0.73538,                0.40764,                 1.1101,                 1.2885,                0.64614,                0.93328,             0.00073108,             0.00073108,             0.00073108
                    151,                0.92513,                 1.0828,                0.55084,                0.87202,                0.81493,                0.73757,                0.78835,                 0.5469,                0.77782,                0.67992,                0.73258,                0.40156,                 1.0905,                   1.28,                0.64947,                0.93102,             0.00072636,             0.00072636,             0.00072636
                    152,                0.93808,                 1.0847,                0.55574,                0.87142,                0.82117,                0.71672,                0.79632,                0.55215,                0.80655,                0.66902,                0.74322,                0.40696,                 1.0899,                 1.2603,                0.64807,                0.92899,             0.00072164,             0.00072164,             0.00072164
                    153,                 0.9079,                 1.0653,                0.54953,                0.87154,                0.79735,                0.73444,                0.78921,                 0.5447,                0.77983,                0.68215,                0.74071,                0.39889,                 1.0982,                 1.2735,                0.65271,                0.93253,             0.00071693,             0.00071693,             0.00071693
                    154,                0.92991,                 1.0882,                0.55313,                0.88029,                0.82077,                0.72047,                0.79689,                0.54777,                0.77619,                0.67416,                0.72476,                0.39149,                 1.0997,                  1.297,                0.65162,                0.92921,             0.00071221,             0.00071221,             0.00071221
                    155,                0.89805,                 1.0557,                0.54342,                0.86359,                0.78028,                0.72648,                0.76982,                0.53881,                0.75263,                0.68391,                0.72568,                0.39801,                 1.0973,                 1.2909,                0.68178,                0.93879,              0.0007075,              0.0007075,              0.0007075
                    156,                0.93701,                 1.0714,                0.55038,                0.87675,                0.81747,                0.73193,                0.79862,                0.54844,                0.78071,                0.67248,                0.73562,                0.40533,                 1.1061,                  1.309,                0.64468,                0.94247,             0.00070278,             0.00070278,             0.00070278
                    157,                0.90457,                  1.064,                0.54168,                0.86954,                0.82043,                0.73677,                 0.7934,                0.54638,                0.78706,                0.66978,                0.72657,                0.39377,                 1.1205,                 1.3222,                 0.6561,                0.94485,             0.00069807,             0.00069807,             0.00069807
                    158,                0.91282,                 1.0514,                0.54353,                0.87511,                0.81895,                0.73406,                0.79537,                0.54918,                0.79668,                0.66431,                0.73119,                0.39927,                 1.0932,                 1.2899,                0.65069,                0.93046,             0.00069335,             0.00069335,             0.00069335
                    159,                0.89137,                 1.0427,                0.52725,                0.86652,                0.79686,                 0.7476,                0.79602,                0.55218,                0.77025,                0.67716,                0.73239,                 0.4107,                 1.1037,                 1.2924,                0.64552,                0.93422,             0.00068864,             0.00068864,             0.00068864
                    160,                0.91146,                 1.0897,                0.54435,                0.86786,                0.82097,                0.72238,                0.80013,                0.55446,                0.79217,                 0.6616,                0.73219,                0.39632,                 1.0973,                 1.2791,                0.63673,                 0.9342,             0.00068392,             0.00068392,             0.00068392
                    161,                 0.9038,                 1.0816,                0.53618,                0.86775,                0.79046,                0.73076,                0.79629,                0.55058,                0.77559,                0.67202,                0.73664,                0.40337,                 1.1066,                 1.2949,                0.65327,                0.94185,              0.0006792,              0.0006792,              0.0006792
                    162,                0.90819,                 1.0572,                0.54147,                0.86404,                0.81169,                0.74005,                0.79862,                0.55153,                0.79598,                0.65909,                0.72585,                0.40171,                  1.084,                 1.2933,                0.64775,                0.92703,             0.00067449,             0.00067449,             0.00067449
                    163,                0.88833,                   1.04,                0.53047,                0.86459,                0.75488,                0.76876,                0.79892,                0.55494,                0.79691,                0.66652,                0.74346,                0.40496,                 1.0903,                 1.2968,                0.63701,                0.93192,             0.00066977,             0.00066977,             0.00066977
                    164,                0.89697,                 1.0194,                0.53203,                0.87314,                0.73135,                0.72081,                0.78106,                0.53951,                 0.7275,                0.65287,                0.72398,                0.39975,                 1.0997,                 1.2821,                0.66238,                0.94239,             0.00066506,             0.00066506,             0.00066506
                    165,                0.90173,                 1.0542,                0.53557,                0.86728,                0.82505,                0.72641,                0.79223,                0.55231,                0.79494,                0.66978,                0.73024,                0.39677,                 1.1015,                 1.3084,                0.63549,                0.94507,             0.00066034,             0.00066034,             0.00066034
                    166,                 0.8971,                 1.0559,                0.53471,                0.86551,                0.83786,                0.72167,                0.79791,                0.55351,                0.79644,                0.65998,                  0.735,                0.40535,                 1.0891,                 1.2985,                0.63079,                0.93742,             0.00065563,             0.00065563,             0.00065563
                    167,                0.88514,                 1.0523,                0.52369,                 0.8657,                0.79888,                0.73775,                0.78838,                0.55219,                0.75229,                0.69282,                0.73671,                0.40926,                  1.099,                 1.3072,                0.63485,                0.93862,             0.00065091,             0.00065091,             0.00065091
                    168,                0.89147,                 1.0441,                0.53015,                0.86976,                0.80804,                0.73461,                0.79285,                 0.5556,                0.79733,                0.67219,                0.73697,                0.41301,                 1.0991,                 1.2983,                0.64663,                0.93913,             0.00064619,             0.00064619,             0.00064619
                    169,                0.88967,                  1.045,                0.54076,                 0.8666,                 0.8049,                0.72231,                0.78261,                0.54563,                 0.7633,                0.68059,                0.73154,                0.40237,                 1.0896,                 1.2832,                0.64384,                0.94032,             0.00064148,             0.00064148,             0.00064148
                    170,                0.89672,                 1.0489,                0.52675,                0.86642,                0.77352,                0.73498,                0.78692,                 0.5473,                0.79666,                0.65913,                0.73671,                0.40325,                 1.0977,                 1.3068,                0.65482,                0.94271,             0.00063676,             0.00063676,             0.00063676
                    171,                0.89241,                 1.0421,                0.52406,                0.86456,                0.82973,                0.72951,                0.79807,                0.55456,                0.81609,                0.67706,                0.74304,                 0.4104,                 1.0898,                 1.3149,                0.63875,                 0.9335,             0.00063205,             0.00063205,             0.00063205
                    172,                0.88647,                  1.033,                0.53043,                0.86883,                0.83009,                0.71629,                0.79113,                0.55417,                0.79936,                0.67473,                0.73871,                0.40831,                 1.0875,                 1.2801,                0.65759,                0.93473,             0.00062733,             0.00062733,             0.00062733
                    173,                0.89751,                 1.0639,                0.53123,                0.86804,                0.81066,                0.74137,                0.79284,                  0.552,                0.77714,                0.69133,                0.73306,                0.40932,                 1.0847,                 1.2869,                0.65075,                0.93263,             0.00062262,             0.00062262,             0.00062262
                    174,                0.88174,                 1.0241,                0.51698,                0.86539,                0.81895,                0.72941,                0.79151,                0.54717,                0.81281,                0.66131,                0.74145,                0.40539,                 1.1085,                 1.2897,                0.65651,                0.94727,              0.0006179,              0.0006179,              0.0006179
                    175,                0.86625,                 1.0152,                0.51702,                0.85757,                0.79235,                0.71274,                 0.7874,                0.54847,                0.77973,                0.65716,                0.72913,                0.39454,                  1.085,                 1.2781,                0.66162,                 0.9414,             0.00061318,             0.00061318,             0.00061318
                    176,                0.87225,                 1.0026,                0.52042,                0.86756,                0.79223,                0.74735,                0.79482,                0.55249,                0.77379,                0.68136,                0.74048,                0.41362,                 1.0906,                 1.2556,                0.64714,                0.94765,             0.00060847,             0.00060847,             0.00060847
                    177,                0.89424,                  1.039,                0.52778,                0.86325,                0.80983,                0.73734,                0.79031,                0.54806,                0.76909,                  0.696,                  0.739,                0.40609,                 1.0938,                 1.2815,                0.65694,                0.94511,             0.00060375,             0.00060375,             0.00060375
                    178,                0.89298,                 1.0315,                 0.5228,                 0.8639,                0.77918,                0.74039,                0.79083,                0.55003,                0.81432,                0.64311,                0.73126,                0.40396,                  1.098,                 1.3022,                0.64631,                0.93942,             0.00059904,             0.00059904,             0.00059904
                    179,                0.87233,                 1.0278,                0.52703,                0.86185,                0.81711,                0.72964,                0.79337,                0.55547,                0.76278,                0.70212,                0.73773,                0.40858,                 1.0917,                 1.2574,                0.66503,                0.94392,             0.00059432,             0.00059432,             0.00059432
                    180,                0.85561,                 1.0176,                0.51658,                0.86482,                0.80841,                0.68726,                0.78532,                0.54669,                0.76796,                0.63786,                0.72421,                0.39786,                 1.0954,                 1.2898,                0.64998,                0.94826,             0.00058961,             0.00058961,             0.00058961
                    181,                 0.8674,                  1.029,                0.51441,                0.86408,                0.82959,                0.73391,                 0.7988,                0.55778,                0.78832,                0.68049,                0.74139,                0.41111,                 1.0997,                 1.2648,                0.63755,                0.94562,             0.00058489,             0.00058489,             0.00058489
                    182,                0.88131,                  1.028,                0.52466,                0.86237,                0.83113,                0.69989,                0.78338,                0.54299,                0.80599,                0.65175,                0.72801,                0.39591,                 1.1027,                 1.2937,                0.65494,                0.94809,             0.00058017,             0.00058017,             0.00058017
                    183,                 0.8777,                 1.0348,                0.51592,                0.87094,                0.85251,                0.71331,                0.79883,                0.55196,                0.80567,                0.66805,                0.73838,                 0.4048,                 1.0983,                 1.2704,                0.63692,                0.94747,             0.00057546,             0.00057546,             0.00057546
                    184,                0.88283,                 1.0354,                0.51492,                0.86546,                0.79893,                0.75326,                0.79687,                0.54957,                0.75677,                0.68125,                0.72753,                 0.4019,                 1.1058,                 1.2829,                 0.6519,                0.94783,             0.00057074,             0.00057074,             0.00057074
                    185,                0.86446,                 1.0134,                0.51051,                  0.861,                0.81229,                0.73216,                0.79935,                0.55502,                0.81071,                 0.6773,                0.74697,                0.41809,                 1.0977,                 1.2611,                0.64055,                0.95052,             0.00056603,             0.00056603,             0.00056603
                    186,                0.87966,                  1.039,                0.51416,                0.86452,                 0.8184,                0.74001,                0.79916,                0.55789,                0.76912,                0.69177,                0.74078,                0.41109,                  1.086,                 1.2753,                0.63753,                0.93841,             0.00056131,             0.00056131,             0.00056131
                    187,                0.86716,                 1.0038,                0.50774,                0.86206,                0.83026,                0.72498,                0.79995,                0.55667,                0.78704,                0.66812,                0.72695,                0.40297,                 1.0821,                 1.2769,                0.63289,                0.92534,              0.0005566,              0.0005566,              0.0005566
                    188,                0.85481,                 1.0019,                0.50097,                0.86392,                0.85739,                0.70848,                0.79971,                0.55813,                 0.8497,                0.64336,                0.73571,                0.40781,                 1.0856,                 1.2611,                0.63459,                0.93205,             0.00055188,             0.00055188,             0.00055188
                    189,                0.87741,                 1.0245,                0.51899,                 0.8689,                0.82232,                0.73708,                0.79536,                0.55546,                0.77256,                0.67425,                0.72991,                0.40298,                 1.0965,                 1.2963,                0.63243,                 0.9436,             0.00054716,             0.00054716,             0.00054716
                    190,                0.85407,                 1.0205,                0.50556,                0.85571,                0.82869,                0.73141,                0.79725,                 0.5584,                0.77823,                0.68113,                0.73407,                 0.4009,                 1.0808,                 1.2771,                 0.6327,                 0.9346,             0.00054245,             0.00054245,             0.00054245
                    191,                0.87203,                 1.0255,                0.51798,                0.85681,                0.83094,                 0.7233,                0.79222,                0.55308,                0.79478,                0.68066,                0.74302,                0.41306,                 1.0938,                 1.2797,                0.64023,                0.93915,             0.00053773,             0.00053773,             0.00053773
                    192,                0.86283,                 1.0398,                0.49799,                0.86272,                0.82604,                0.73086,                0.80168,                0.55569,                0.81866,                0.67316,                 0.7459,                0.41793,                 1.0783,                 1.2765,                0.63465,                0.92978,             0.00053302,             0.00053302,             0.00053302
                    193,                0.88006,                 1.0086,                 0.5136,                0.86244,                0.80874,                0.73111,                 0.7988,                0.55809,                0.79904,                0.66189,                0.73512,                0.41087,                 1.0848,                 1.2847,                0.63425,                0.93589,              0.0005283,              0.0005283,              0.0005283
                    194,                 0.8554,                0.97791,                0.50411,                0.86221,                 0.7939,                0.73304,                0.78944,                0.54655,                0.76816,                0.67958,                0.73346,                0.39936,                 1.1112,                 1.2843,                0.64445,                0.94978,             0.00052359,             0.00052359,             0.00052359
                    195,                0.87088,                 1.0193,                0.50519,                0.86453,                0.79904,                0.74888,                0.80179,                0.55833,                0.81277,                0.67524,                0.74987,                0.41759,                 1.0886,                  1.258,                0.62725,                0.93414,             0.00051887,             0.00051887,             0.00051887
                    196,                0.84915,                 1.0199,                0.49828,                 0.8562,                 0.8155,                0.74435,                0.79831,                0.55104,                0.79912,                0.67299,                0.74731,                0.41741,                 1.0844,                 1.2593,                0.63591,                0.93931,             0.00051415,             0.00051415,             0.00051415
                    197,                0.85063,                 1.0076,                0.49915,                0.86029,                0.81614,                0.73995,                0.80169,                0.55865,                0.76669,                0.68587,                0.74568,                0.42138,                 1.0916,                   1.26,                0.62258,                0.95356,             0.00050944,             0.00050944,             0.00050944
                    198,                0.84656,                 1.0407,                0.50541,                0.86303,                0.80733,                0.74372,                0.79847,                0.55777,                 0.7613,                0.69258,                0.74372,                0.41644,                 1.0743,                 1.2591,                0.63016,                0.93654,             0.00050472,             0.00050472,             0.00050472
                    199,                0.86013,                 1.0215,                0.50536,                0.85822,                0.77875,                0.73622,                0.79177,                0.54884,                0.72985,                0.68211,                0.72637,                0.39711,                 1.0789,                 1.2783,                0.65064,                 0.9327,             0.00050001,             0.00050001,             0.00050001
                    200,                  0.845,                 1.0077,                0.50513,                0.85806,                0.79142,                0.75946,                0.80017,                0.56036,                0.78911,                0.67737,                0.74429,                 0.4189,                  1.084,                 1.2695,                0.62549,                0.94361,             0.00049529,             0.00049529,             0.00049529
                    201,                0.83745,                 1.0096,                0.49746,                  0.857,                0.80807,                0.73817,                0.80279,                0.55951,                0.82423,                0.64181,                  0.734,                0.41813,                 1.0802,                 1.2822,                0.63272,                0.93606,             0.00049058,             0.00049058,             0.00049058
                    202,                0.86225,                  1.011,                0.49755,                0.85785,                0.81368,                0.74478,                0.80416,                0.56616,                0.79399,                0.67858,                0.74776,                0.42014,                  1.056,                 1.2464,                  0.624,                0.93005,             0.00048586,             0.00048586,             0.00048586
                    203,                0.84283,                 1.0075,                0.48963,                0.85406,                0.81208,                0.74843,                0.80838,                0.56452,                0.77697,                0.68692,                0.74109,                0.41837,                 1.0718,                 1.2622,                0.62879,                0.93456,             0.00048114,             0.00048114,             0.00048114
                    204,                0.83905,                0.97724,                0.49147,                0.85723,                  0.821,                0.74586,                0.80659,                0.56459,                0.79968,                0.67592,                 0.7438,                0.41859,                 1.0769,                 1.2693,                0.62355,                0.93705,             0.00047643,             0.00047643,             0.00047643
                    205,                0.85964,                0.98313,                 0.4917,                0.86338,                0.81339,                0.74501,                0.79721,                0.55941,                0.76409,                0.69803,                 0.7427,                  0.416,                 1.0751,                 1.2658,                0.63524,                0.93691,             0.00047171,             0.00047171,             0.00047171
                    206,                0.84729,                 1.0173,                0.49182,                0.85679,                0.81588,                 0.7332,                0.79778,                0.56035,                0.80439,                0.67064,                0.74435,                0.41919,                 1.0757,                 1.2736,                0.63841,                 0.9383,               0.000467,               0.000467,               0.000467
                    207,                0.85758,                 1.0465,                0.50301,                0.86302,                0.82558,                0.74494,                0.80685,                0.56256,                0.80401,                0.67891,                0.74264,                0.41134,                 1.0725,                  1.264,                0.62556,                0.93361,             0.00046228,             0.00046228,             0.00046228
                    208,                 0.8487,                 1.0129,                0.49978,                0.85932,                0.83147,                0.74816,                 0.7981,                0.55715,                0.78931,                0.68771,                0.74157,                0.41367,                 1.0785,                 1.2761,                0.63091,                0.93501,             0.00045757,             0.00045757,             0.00045757
                    209,                0.84247,                0.97207,                0.49139,                 0.8556,                0.79648,                0.75517,                0.79546,                0.56039,                0.75683,                0.68885,                0.73804,                0.41521,                 1.0793,                  1.284,                0.62748,                 0.9365,             0.00045285,             0.00045285,             0.00045285
                    210,                0.85689,                 1.0085,                0.48819,                0.85632,                0.79424,                0.75245,                0.79491,                0.55668,                0.75045,                0.68089,                0.73166,                0.41259,                 1.0819,                 1.2734,                0.63348,                 0.9408,             0.00044813,             0.00044813,             0.00044813
                    211,                0.83471,                0.96931,                0.49576,                0.85837,                0.78913,                0.74937,                0.79778,                0.55635,                 0.7857,                0.67356,                0.74367,                0.41457,                 1.0898,                  1.285,                0.63439,                0.94697,             0.00044342,             0.00044342,             0.00044342
                    212,                0.84624,                 0.9958,                0.49004,                0.85213,                0.80567,                0.74304,                 0.8038,                0.56455,                 0.8182,                0.65113,                0.73807,                0.41998,                 1.0709,                 1.2762,                0.62931,                0.92295,              0.0004387,              0.0004387,              0.0004387
                    213,                0.81672,                0.98075,                0.48144,                0.85548,                0.80425,                0.75878,                0.79618,                0.55724,                0.80476,                0.67037,                0.74653,                 0.4144,                 1.0853,                  1.276,                0.63805,                0.93227,             0.00043399,             0.00043399,             0.00043399
                    214,                0.84884,                  1.013,                0.49664,                 0.8606,                0.84314,                0.73389,                0.80242,                0.56399,                0.81016,                0.68302,                0.74518,                0.41158,                 1.0647,                 1.2491,                0.62322,                0.92481,             0.00042927,             0.00042927,             0.00042927
                    215,                0.83288,                0.99873,                0.48885,                0.85432,                0.83264,                0.73928,                0.80193,                0.56382,                0.77055,                0.68698,                0.73939,                 0.4134,                 1.0801,                 1.2686,                0.62479,                0.94061,             0.00042456,             0.00042456,             0.00042456
