                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.1018,                 1.2686,                0.69526,                0.90064,                0.78095,                0.70109,                0.75721,                0.50098,                0.74391,                0.66003,                0.70546,                0.38131,                  1.179,                 1.3931,                0.75745,                0.93254,              0.0011432,              0.0011432,              0.0011432
                    104,                  1.111,                 1.2771,                0.73312,                0.90423,                0.78101,                0.69569,                 0.7607,                0.50589,                0.73027,                0.64843,                0.69206,                0.37354,                 1.1998,                   1.36,                0.76292,                0.93657,              0.0011404,              0.0011404,              0.0011404
                    105,                 1.1046,                 1.2927,                0.72241,                0.91066,                  0.809,                0.68584,                0.76432,                0.50915,                0.78128,                0.62503,                 0.6902,                0.37031,                 1.1813,                 1.3771,                0.73717,                0.93277,              0.0011376,              0.0011376,              0.0011376
                    106,                 1.0973,                 1.2478,                0.70263,                 0.9074,                0.74972,                 0.7126,                0.75978,                0.49953,                0.70038,                 0.6609,                0.69316,                0.36109,                 1.1925,                 1.3803,                0.76282,                0.93433,              0.0011347,              0.0011347,              0.0011347
                    107,                 1.1111,                 1.2831,                 0.7199,                0.90926,                0.81653,                0.67301,                0.75827,                0.50602,                0.78005,                0.62458,                0.69521,                0.37503,                 1.1819,                 1.3475,                0.72792,                0.93694,              0.0011319,              0.0011319,              0.0011319
                    108,                 1.0897,                  1.257,                0.71329,                0.90885,                0.77537,                0.71428,                0.76425,                 0.5011,                 0.7541,                 0.6728,                0.72384,                0.39517,                  1.197,                 1.3762,                  0.737,                0.93429,              0.0011291,              0.0011291,              0.0011291
                    109,                  1.088,                 1.2697,                0.69455,                0.90206,                0.79536,                0.69894,                0.76521,                0.50554,                0.73895,                0.65251,                 0.6925,                0.37801,                 1.1725,                 1.3321,                0.73009,                0.92694,              0.0011263,              0.0011263,              0.0011263
                    110,                 1.0969,                 1.2899,                 0.6963,                0.90603,                0.73117,                0.70012,                 0.7517,                0.50164,                  0.685,                0.65624,                0.68877,                0.37679,                 1.1792,                 1.3862,                0.72988,                0.93633,              0.0011234,              0.0011234,              0.0011234
                    111,                 1.0811,                 1.2327,                0.68241,                0.90153,                0.75657,                0.70625,                0.76352,                0.51577,                0.73561,                0.63941,                0.69942,                0.38139,                   1.17,                 1.3569,                0.71904,                0.92895,              0.0011206,              0.0011206,              0.0011206
                    112,                 1.0828,                 1.2548,                0.69155,                0.90475,                0.73996,                0.69531,                0.74826,                0.49948,                0.70848,                0.65617,                0.70597,                0.39299,                 1.1857,                  1.367,                0.73511,                0.93673,              0.0011178,              0.0011178,              0.0011178
                    113,                 1.1002,                 1.2934,                0.69192,                0.90107,                0.75577,                0.68194,                0.74947,                0.49912,                0.74028,                0.62061,                0.67814,                0.36044,                 1.1895,                 1.3444,                0.73983,                0.93289,              0.0011149,              0.0011149,              0.0011149
                    114,                 1.0779,                 1.2586,                0.68031,                0.90648,                0.73639,                0.70882,                0.75482,                0.50642,                 0.7063,                0.64643,                0.69902,                0.38424,                 1.1786,                 1.3314,                0.73312,                0.93258,              0.0011121,              0.0011121,              0.0011121
                    115,                 1.0853,                 1.2702,                0.70201,                0.90317,                0.71762,                0.72217,                0.75542,                0.50146,                0.68986,                0.67703,                 0.7082,                0.37661,                 1.1697,                 1.3493,                0.74348,                0.93299,              0.0011093,              0.0011093,              0.0011093
                    116,                 1.0962,                 1.2648,                 0.6975,                 0.9014,                0.75472,                0.70765,                0.76229,                0.51154,                0.76136,                0.64281,                0.71356,                0.40215,                 1.1617,                 1.3224,                 0.7191,                 0.9311,              0.0011064,              0.0011064,              0.0011064
                    117,                 1.0711,                 1.2403,                0.68187,                0.89871,                0.72803,                 0.7137,                0.75237,                0.48954,                0.67913,                0.65155,                0.67859,                0.35688,                 1.1965,                 1.3764,                0.75049,                 0.9347,              0.0011036,              0.0011036,              0.0011036
                    118,                 1.0755,                 1.2065,                0.68448,                0.89385,                0.72389,                0.71049,                0.74541,                0.50151,                0.67928,                0.66385,                0.68532,                0.36793,                 1.1674,                 1.3255,                0.75214,                0.93292,              0.0011008,              0.0011008,              0.0011008
                    119,                 1.1067,                 1.2678,                0.70021,                0.90931,                 0.7565,                0.70522,                0.76428,                 0.4985,                0.71866,                0.64253,                0.69051,                0.36983,                  1.189,                 1.3495,                0.72541,                0.93624,               0.001098,               0.001098,               0.001098
                    120,                 1.0544,                 1.2061,                0.66271,                0.89481,                0.77961,                0.66795,                0.75777,                0.50555,                0.73744,                 0.6177,                0.67938,                0.36678,                 1.1767,                 1.3776,                0.73039,                0.93356,              0.0010951,              0.0010951,              0.0010951
                    121,                 1.0625,                 1.2253,                0.67872,                0.89844,                0.75271,                0.67209,                0.74844,                0.49763,                0.74335,                0.60065,                0.67344,                0.36213,                 1.1918,                 1.4006,                0.76379,                0.93395,              0.0010923,              0.0010923,              0.0010923
                    122,                  1.094,                 1.2645,                0.69644,                 0.9079,                   0.71,                 0.6784,                0.74328,                0.49845,                0.67199,                0.63341,                0.68801,                0.37628,                 1.1821,                 1.3689,                0.76419,                0.92836,              0.0010895,              0.0010895,              0.0010895
                    123,                 1.0519,                 1.2276,                0.67384,                0.89786,                0.77877,                0.67843,                0.76159,                0.50461,                0.71949,                0.62545,                 0.6815,                0.36945,                 1.1945,                 1.3627,                 0.7537,                0.93209,              0.0010866,              0.0010866,              0.0010866
                    124,                 1.0617,                 1.2172,                0.67387,                0.89301,                0.77289,                0.71747,                0.75646,                0.51146,                0.74026,                0.65443,                0.69685,                0.37767,                 1.1719,                 1.3349,                0.73828,                0.92649,              0.0010838,              0.0010838,              0.0010838
                    125,                 1.0641,                 1.2147,                0.67863,                0.90002,                0.76121,                0.72189,                0.76984,                 0.5188,                0.80299,                0.62702,                0.70294,                0.37412,                 1.1584,                 1.3402,                0.72145,                 0.9265,               0.001081,               0.001081,               0.001081
                    126,                 1.0771,                 1.2061,                0.69035,                0.90472,                0.77429,                0.70565,                0.76563,                 0.5184,                0.76198,                0.64903,                0.71017,                0.38611,                 1.1552,                   1.36,                0.72021,                0.92803,              0.0010782,              0.0010782,              0.0010782
                    127,                 1.0642,                 1.2216,                0.67983,                0.90089,                0.76152,                0.70916,                0.76702,                0.52051,                0.75266,                0.64848,                0.70246,                0.38088,                 1.1664,                 1.3609,                0.71319,                0.93308,              0.0010753,              0.0010753,              0.0010753
                    128,                 1.0916,                 1.2718,                 0.7029,                0.90841,                0.74627,                0.69248,                0.74635,                0.49511,                 0.6832,                0.66225,                0.69096,                0.37207,                 1.1826,                 1.3642,                0.77329,                 0.9392,              0.0010725,              0.0010725,              0.0010725
                    129,                 1.0559,                 1.2411,                0.67539,                0.88798,                 0.7799,                0.71007,                0.76554,                 0.5124,                0.74139,                  0.668,                0.70947,                0.38973,                 1.1628,                 1.3585,                 0.7228,                0.93166,              0.0010697,              0.0010697,              0.0010697
                    130,                 1.0803,                 1.2281,                0.68364,                0.90325,                0.78457,                0.67432,                0.76107,                0.50489,                0.76266,                 0.6294,                0.70141,                0.38731,                 1.1764,                 1.3301,                0.73283,                0.93375,              0.0010668,              0.0010668,              0.0010668
                    131,                 1.0617,                  1.234,                0.67138,                0.89581,                0.72125,                0.70727,                0.76005,                0.51622,                0.71398,                0.65863,                0.70838,                0.39457,                 1.1474,                 1.3376,                0.71712,                0.92597,               0.001064,               0.001064,               0.001064
                    132,                  1.052,                 1.1953,                0.65295,                0.88829,                0.76573,                0.70311,                0.76852,                0.52259,                0.73621,                0.66619,                0.72234,                0.39696,                 1.1471,                 1.3255,                0.70662,                0.92567,              0.0010612,              0.0010612,              0.0010612
                    133,                 1.0547,                 1.2013,                 0.6566,                 0.8941,                0.78765,                0.72637,                0.78148,                0.52135,                0.77376,                0.63955,                0.70715,                0.37543,                 1.1674,                 1.3543,                0.69564,                0.92812,              0.0010583,              0.0010583,              0.0010583
                    134,                 1.0748,                 1.2345,                0.67388,                0.90368,                0.80685,                0.70276,                0.76945,                0.52564,                0.76565,                0.66298,                0.71938,                0.39357,                 1.1536,                 1.2808,                0.70821,                0.92666,              0.0010555,              0.0010555,              0.0010555
                    135,                 1.0654,                 1.2282,                0.66644,                0.89444,                0.75984,                0.70209,                0.76468,                0.51398,                0.74887,                0.63853,                0.70173,                 0.3833,                 1.1631,                 1.3181,                0.70991,                0.93571,              0.0010527,              0.0010527,              0.0010527
                    136,                 1.0319,                  1.232,                 0.6576,                0.89497,                0.79705,                 0.6749,                0.76118,                0.51567,                0.76231,                 0.6215,                0.69016,                0.37843,                 1.1636,                 1.3238,                0.72958,                0.93699,              0.0010499,              0.0010499,              0.0010499
                    137,                 1.0417,                 1.2255,                0.66066,                0.89063,                0.78786,                0.70556,                0.77291,                0.51953,                0.75937,                0.64658,                0.70269,                0.37594,                 1.1687,                 1.3303,                0.70624,                0.93795,               0.001047,               0.001047,               0.001047
                    138,                 1.0793,                 1.2394,                 0.6783,                0.90257,                0.76197,                0.70422,                0.77033,                0.52407,                0.74063,                0.65408,                0.71081,                0.39777,                  1.158,                 1.3249,                0.71287,                0.92671,              0.0010442,              0.0010442,              0.0010442
                    139,                 1.0444,                 1.2199,                0.65765,                0.88906,                0.76646,                0.69969,                 0.7691,                0.51974,                0.71752,                0.64934,                0.69472,                0.38227,                 1.1514,                 1.3248,                0.71176,                0.92804,              0.0010414,              0.0010414,              0.0010414
                    140,                 1.0713,                 1.2307,                0.66378,                0.89199,                0.80198,                0.69963,                0.76374,                0.52074,                0.78301,                0.65498,                0.71744,                 0.3959,                 1.1372,                 1.3156,                0.70435,                0.92855,              0.0010385,              0.0010385,              0.0010385
                    141,                 1.0402,                 1.1741,                0.64933,                0.89383,                  0.783,                0.68487,                0.76131,                0.51725,                0.76195,                0.63824,                0.70364,                0.39725,                 1.1396,                  1.305,                0.71719,                0.92248,              0.0010357,              0.0010357,              0.0010357
                    142,                 1.0469,                 1.2401,                0.65616,                0.90164,                0.78033,                0.70222,                0.76601,                0.52175,                0.77245,                0.64696,                0.70922,                0.39208,                 1.1467,                 1.3028,                0.71053,                0.92974,              0.0010329,              0.0010329,              0.0010329
                    143,                 1.0621,                 1.1965,                0.67163,                0.89792,                0.75969,                0.71333,                 0.7493,                0.50823,                0.72771,                0.66659,                0.69948,                0.39111,                 1.1565,                 1.3412,                0.73346,                0.93946,              0.0010301,              0.0010301,              0.0010301
                    144,                 1.0528,                 1.2129,                0.66012,                0.89338,                 0.7904,                0.68995,                0.76505,                0.51136,                0.77171,                0.64056,                0.70039,                0.37865,                 1.1531,                  1.331,                0.72308,                0.93001,              0.0010272,              0.0010272,              0.0010272
                    145,                 1.0601,                 1.2192,                0.66729,                0.89163,                0.74723,                0.71975,                0.76934,                0.51712,                0.75017,                0.65802,                0.71784,                0.40265,                 1.1549,                 1.3098,                0.70588,                0.92361,              0.0010244,              0.0010244,              0.0010244
                    146,                 1.0775,                 1.2133,                0.65834,                0.89968,                0.77438,                0.69824,                0.76909,                0.52756,                0.77411,                0.64756,                0.72263,                0.40552,                 1.1366,                 1.2983,                0.69214,                0.92161,              0.0010216,              0.0010216,              0.0010216
                    147,                 1.0396,                 1.2033,                 0.6443,                0.89298,                0.75647,                0.72447,                0.76648,                 0.5158,                0.76705,                0.64631,                0.70124,                0.38183,                 1.1527,                 1.3335,                0.70375,                0.92597,              0.0010187,              0.0010187,              0.0010187
                    148,                 1.0389,                 1.2322,                0.65093,                0.88629,                 0.7706,                0.71488,                0.75989,                 0.5114,                0.73294,                0.65941,                0.69862,                0.38687,                 1.1646,                  1.324,                0.70489,                0.93592,              0.0010159,              0.0010159,              0.0010159
                    149,                 1.0497,                  1.229,                0.66026,                0.89173,                0.79462,                0.71061,                0.77053,                0.51694,                0.74094,                0.65961,                0.69426,                0.37895,                 1.1634,                 1.3026,                0.70164,                0.92914,              0.0010131,              0.0010131,              0.0010131
                    150,                 1.0419,                 1.2171,                0.65554,                0.88168,                0.74578,                0.71835,                 0.7533,                0.51581,                0.72687,                0.65512,                0.70241,                0.39627,                 1.1474,                 1.3223,                0.72848,                 0.9263,              0.0010102,              0.0010102,              0.0010102
                    151,                 1.0592,                 1.2104,                0.65884,                 0.8949,                0.75454,                0.71736,                0.75942,                0.51875,                0.74925,                0.64358,                0.70292,                0.39065,                 1.1488,                 1.3251,                0.71159,                 0.9262,              0.0010074,              0.0010074,              0.0010074
                    152,                 1.0715,                  1.218,                0.65119,                0.89286,                0.79942,                0.69325,                0.76867,                0.52072,                0.75525,                0.65073,                 0.7052,                0.38381,                 1.1342,                  1.283,                 0.6998,                0.92251,              0.0010046,              0.0010046,              0.0010046
                    153,                 1.0301,                 1.1987,                0.65531,                0.89314,                0.79464,                0.69086,                0.76548,                0.52157,                0.77493,                0.64538,                0.71018,                0.39544,                 1.1352,                 1.3132,                0.70272,                 0.9217,              0.0010018,              0.0010018,              0.0010018
                    154,                 1.0512,                 1.2122,                0.64805,                 0.8983,                0.82215,                0.67254,                0.76967,                0.52126,                 0.7845,                0.63578,                0.70664,                0.39187,                 1.1471,                 1.3216,                0.71585,                0.92673,             0.00099893,             0.00099893,             0.00099893
                    155,                 1.0387,                 1.1872,                0.65644,                0.88869,                0.77954,                0.70575,                0.76719,                 0.5127,                0.74959,                0.65567,                0.70486,                0.38432,                 1.1572,                 1.3127,                0.70902,                0.93062,              0.0009961,              0.0009961,              0.0009961
                    156,                  1.063,                 1.2068,                0.65543,                0.89772,                  0.761,                0.65351,                0.74529,                0.50312,                0.70993,                0.61443,                0.67978,                0.37824,                 1.1651,                  1.333,                0.76695,                0.93171,             0.00099327,             0.00099327,             0.00099327
                    157,                 1.0375,                 1.1894,                0.64675,                0.89014,                0.80278,                0.69702,                0.76589,                0.51414,                0.75457,                0.64765,                0.69701,                0.38846,                 1.1469,                 1.3319,                0.70744,                0.92936,             0.00099044,             0.00099044,             0.00099044
                    158,                 1.0465,                 1.2078,                0.64639,                0.89991,                0.78671,                0.69161,                 0.7622,                0.51919,                0.76037,                0.64473,                0.70543,                0.39094,                 1.1454,                 1.3038,                 0.7045,                0.92147,             0.00098761,             0.00098761,             0.00098761
                    159,                 1.0213,                 1.1639,                0.62779,                0.88659,                0.75809,                 0.7201,                0.77246,                0.52919,                0.75999,                0.64241,                0.70178,                0.39081,                 1.1404,                 1.3034,                0.69352,                 0.9192,             0.00098478,             0.00098478,             0.00098478
                    160,                 1.0468,                 1.2472,                0.65106,                0.88991,                0.76429,                 0.7038,                0.76339,                0.52293,                  0.746,                0.63774,                0.70154,                 0.3895,                 1.1388,                 1.3154,                 0.6986,                0.92604,             0.00098195,             0.00098195,             0.00098195
                    161,                 1.0487,                 1.2198,                0.64459,                0.89414,                0.76706,                0.74017,                0.78664,                0.52988,                0.72144,                0.69466,                0.72662,                0.40412,                 1.1603,                 1.3139,                0.70095,                0.93059,             0.00097912,             0.00097912,             0.00097912
                    162,                 1.0341,                 1.1803,                0.64478,                0.88612,                0.76874,                 0.7321,                0.77375,                0.52911,                0.76644,                0.66126,                 0.7177,                0.39659,                 1.1455,                 1.3021,                0.68962,                0.92447,             0.00097629,             0.00097629,             0.00097629
                    163,                 1.0232,                 1.1781,                0.63821,                 0.8874,                0.79649,                0.69807,                0.77176,                0.51599,                0.80546,                0.62193,                0.71278,                0.39448,                 1.1741,                 1.3384,                0.70348,                0.93581,             0.00097346,             0.00097346,             0.00097346
                    164,                   1.02,                 1.1676,                0.63892,                0.89251,                0.75246,                0.72326,                0.76241,                0.51728,                0.75184,                0.64194,                0.70201,                0.39282,                 1.1453,                 1.2938,                0.69669,                0.92784,             0.00097063,             0.00097063,             0.00097063
                    165,                 1.0364,                 1.2065,                0.65149,                0.88802,                0.79634,                0.71565,                0.77715,                0.52772,                0.78301,                0.65124,                 0.7167,                0.39653,                 1.1349,                 1.3067,                 0.6967,                0.91867,              0.0009678,              0.0009678,              0.0009678
                    166,                 1.0482,                 1.2139,                0.65489,                0.89274,                0.80728,                0.71873,                0.78195,                0.52598,                0.75559,                0.66895,                0.71805,                0.39188,                 1.1404,                 1.2971,                0.69709,                0.92084,             0.00096498,             0.00096498,             0.00096498
                    167,                 1.0098,                  1.195,                0.63265,                0.88477,                0.79366,                 0.7117,                0.77225,                0.52252,                0.75589,                0.65752,                0.71076,                0.39043,                 1.1381,                 1.3216,                0.69856,                0.92859,             0.00096215,             0.00096215,             0.00096215
                    168,                 1.0238,                 1.1811,                0.63603,                0.89025,                0.81017,                0.69855,                0.77454,                0.52779,                0.77402,                0.65513,                0.71489,                0.39585,                 1.1324,                 1.3247,                0.68424,                0.92291,             0.00095932,             0.00095932,             0.00095932
                    169,                 1.0239,                 1.1759,                0.65116,                 0.8939,                0.79196,                 0.6903,                0.76274,                0.51877,                0.76701,                0.64194,                0.70086,                0.38957,                 1.1371,                 1.3038,                0.69017,                0.92533,             0.00095649,             0.00095649,             0.00095649
                    170,                 1.0382,                 1.1733,                0.63695,                 0.8912,                0.79763,                0.71668,                0.76834,                0.52346,                0.78651,                0.67481,                0.72054,                0.39333,                 1.1332,                 1.2913,                0.69609,                 0.9218,             0.00095366,             0.00095366,             0.00095366
                    171,                 1.0315,                 1.1727,                0.61499,                 0.8882,                0.78848,                0.71084,                0.76525,                0.52207,                0.75547,                0.66845,                0.70975,                0.39307,                 1.1292,                 1.3064,                0.69546,                0.92586,             0.00095083,             0.00095083,             0.00095083
                    172,                 1.0141,                 1.1807,                0.63203,                0.88976,                0.80096,                0.72362,                0.76905,                0.52392,                0.78697,                0.66113,                0.71462,                0.39603,                 1.1396,                 1.3143,                0.70674,                0.92555,               0.000948,               0.000948,               0.000948
                    173,                 1.0362,                 1.2063,                0.64591,                0.89656,                 0.7961,                0.72745,                0.77682,                0.52333,                0.80871,                0.65456,                0.72529,                0.39435,                 1.1448,                 1.2952,                0.69099,                0.92975,             0.00094517,             0.00094517,             0.00094517
                    174,                 1.0214,                 1.1608,                0.62372,                0.89095,                0.78793,                0.71363,                0.77502,                0.52491,                0.76514,                0.66539,                0.72095,                0.39593,                 1.1492,                 1.3169,                0.69188,                0.93285,             0.00094234,             0.00094234,             0.00094234
                    175,                0.99753,                 1.1664,                0.63279,                0.88205,                0.74021,                0.67692,                0.74785,                  0.507,                0.70066,                 0.6199,                0.67737,                0.36982,                 1.1498,                 1.3432,                 0.7431,                  0.933,             0.00093951,             0.00093951,             0.00093951
                    176,                 1.0009,                 1.1289,                0.61893,                 0.8887,                0.76327,                0.70199,                0.76046,                0.52069,                0.73457,                0.67095,                0.72482,                0.40143,                 1.1329,                 1.3074,                0.70835,                0.93008,             0.00093668,             0.00093668,             0.00093668
                    177,                 1.0215,                 1.1626,                 0.6445,                0.88585,                0.79719,                0.69721,                0.76558,                0.52063,                0.79124,                 0.6301,                0.70324,                0.38082,                 1.1477,                 1.3059,                0.70314,                0.93685,             0.00093385,             0.00093385,             0.00093385
                    178,                 1.0185,                 1.1704,                0.62639,                0.88621,                0.73328,                0.70495,                0.75392,                0.51447,                 0.7069,                0.67287,                0.70848,                0.38843,                 1.1386,                 1.3022,                0.72194,                0.92413,             0.00093102,             0.00093102,             0.00093102
                    179,                 1.0119,                 1.1566,                0.62784,                0.88844,                0.78319,                0.70754,                 0.7666,                0.52656,                0.76151,                0.66316,                 0.7157,                0.39748,                 1.1389,                 1.2905,                0.70888,                0.93293,             0.00092819,             0.00092819,             0.00092819
                    180,                0.98924,                 1.1687,                0.61801,                0.88582,                0.80361,                0.67959,                0.76684,                0.52713,                0.75836,                0.63854,                0.70947,                0.38853,                 1.1442,                  1.324,                0.70049,                0.93083,             0.00092536,             0.00092536,             0.00092536
                    181,                 0.9997,                 1.1639,                0.62015,                 0.8852,                0.79165,                0.72359,                0.78467,                0.53304,                0.76823,                0.67445,                0.73184,                0.40233,                  1.136,                 1.3088,                0.69194,                0.92415,             0.00092253,             0.00092253,             0.00092253
                    182,                 1.0314,                 1.1796,                0.63997,                0.89173,                 0.7815,                 0.7071,                0.76714,                0.52193,                0.75552,                  0.661,                0.70897,                0.38763,                 1.1433,                 1.3267,                0.70493,                0.93186,              0.0009197,              0.0009197,              0.0009197
                    183,                 1.0188,                  1.194,                0.63206,                0.89286,                0.76969,                0.73807,                0.78055,                0.53535,                0.76897,                0.66187,                0.72027,                0.39212,                 1.1255,                 1.3029,                0.68218,                0.92444,             0.00091687,             0.00091687,             0.00091687
                    184,                 1.0235,                  1.181,                0.62272,                0.88919,                0.78593,                0.72002,                  0.774,                0.52919,                0.76168,                0.67642,                0.72432,                0.39546,                  1.138,                  1.297,                0.69258,                0.92829,             0.00091405,             0.00091405,             0.00091405
                    185,                 1.0167,                 1.1609,                0.62933,                 0.8863,                0.78235,                 0.6926,                0.76822,                 0.5224,                 0.7492,                0.65781,                0.71721,                0.39293,                 1.1463,                 1.3158,                0.69651,                0.93503,             0.00091122,             0.00091122,             0.00091122
                    186,                 1.0183,                 1.1917,                0.62795,                0.88781,                0.81033,                0.70544,                0.77165,                0.52591,                0.76627,                0.66651,                0.71459,                0.39778,                 1.1376,                 1.2906,                0.68746,                0.92812,             0.00090839,             0.00090839,             0.00090839
                    187,                0.99534,                 1.1385,                0.62007,                0.87943,                0.77283,                 0.7247,                0.77176,                0.52644,                0.78079,                 0.6502,                0.71535,                0.39708,                 1.1275,                 1.2953,                0.70223,                  0.924,             0.00090556,             0.00090556,             0.00090556
                    188,                  0.998,                 1.1597,                0.62036,                0.89113,                0.80508,                0.71099,                0.77022,                0.52924,                 0.7745,                0.67028,                0.72335,                0.40081,                 1.1376,                 1.3032,                0.68435,                0.92775,             0.00090273,             0.00090273,             0.00090273
                    189,                 1.0236,                 1.1891,                0.63002,                0.89615,                0.82082,                0.71077,                0.78493,                0.52899,                0.78173,                0.66141,                0.71561,                 0.3941,                  1.131,                 1.3047,                0.68679,                0.92853,              0.0008999,              0.0008999,              0.0008999
                    190,                0.99255,                 1.1485,                0.61088,                0.87987,                0.81688,                0.71413,                0.78004,                 0.5247,                0.76181,                0.66654,                0.70732,                0.37758,                 1.1502,                 1.3014,                0.68781,                0.93733,             0.00089707,             0.00089707,             0.00089707
                    191,                 1.0108,                 1.1576,                0.62203,                0.87964,                0.79602,                0.72689,                 0.7743,                0.53128,                0.75441,                0.68423,                 0.7292,                0.40913,                 1.1501,                 1.2941,                0.69537,                0.93381,             0.00089424,             0.00089424,             0.00089424
                    192,                 1.0166,                 1.1851,                0.60864,                0.88645,                0.81179,                 0.7162,                0.78372,                0.53084,                0.76251,                0.66082,                0.71195,                0.38601,                 1.1332,                 1.2792,                0.68319,                0.92854,             0.00089141,             0.00089141,             0.00089141
                    193,                 1.0163,                 1.1571,                0.61517,                0.88733,                0.80884,                0.71048,                0.77584,                0.53033,                0.77838,                 0.6639,                0.71961,                0.39627,                 1.1279,                 1.2801,                0.67981,                0.92575,             0.00088858,             0.00088858,             0.00088858
                    194,                0.98537,                 1.1243,                0.60467,                0.88118,                0.82451,                0.70726,                0.78229,                0.52842,                0.80781,                0.65232,                0.71801,                0.39451,                  1.146,                 1.3023,                0.67394,                 0.9349,             0.00088575,             0.00088575,             0.00088575
                    195,                 1.0172,                 1.1689,                0.62215,                0.88807,                0.79314,                0.72459,                0.78156,                  0.533,                0.74343,                0.67162,                0.72339,                0.40082,                 1.1292,                 1.2779,                0.67333,                0.92642,             0.00088292,             0.00088292,             0.00088292
                    196,                0.98396,                 1.1633,                0.61248,                0.87723,                0.79946,                0.72074,                0.77571,                0.53514,                 0.7632,                0.66795,                0.72161,                0.40401,                 1.1345,                 1.2718,                0.68495,                0.92578,             0.00088009,             0.00088009,             0.00088009
