                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    223,                0.97458,                 1.1454,                0.59572,                0.88235,                0.79951,                0.72819,                0.78231,                0.53982,                0.77228,                0.67039,                 0.7216,                0.40463,                 1.1277,                 1.2985,                0.66883,                0.93795,              0.0008037,              0.0008037,              0.0008037
                    224,                0.96247,                 1.1504,                0.59897,                0.87831,                0.79867,                0.73349,                0.78705,                0.53891,                0.74703,                0.68545,                0.72785,                0.40295,                 1.1245,                 1.2929,                0.66271,                0.93431,             0.00080087,             0.00080087,             0.00080087
                    225,                 0.9747,                 1.1336,                0.58505,                0.88159,                0.81966,                0.72869,                 0.7808,                0.53944,                0.76773,                 0.6798,                0.72299,                 0.4043,                 1.1325,                  1.315,                0.66803,                0.93457,             0.00079804,             0.00079804,             0.00079804
                    226,                0.97252,                 1.1326,                0.58719,                0.87761,                0.79447,                0.72688,                0.77388,                0.53002,                0.73783,                0.68018,                0.70756,                 0.3896,                 1.1323,                 1.2887,                0.67884,                0.93422,             0.00079521,             0.00079521,             0.00079521
                    227,                0.99968,                 1.1623,                0.60888,                0.88514,                0.82207,                0.72314,                0.78432,                0.53759,                0.79031,                0.68354,                0.73181,                0.40049,                 1.1418,                 1.2882,                0.66811,                0.93922,             0.00079238,             0.00079238,             0.00079238
                    228,                0.95738,                  1.128,                0.57908,                0.87553,                0.81655,                0.72428,                0.78717,                 0.5411,                0.78004,                 0.6848,                0.73812,                0.40765,                 1.1303,                 1.2836,                0.66773,                0.93555,             0.00078955,             0.00078955,             0.00078955
                    229,                0.97186,                 1.1457,                0.58468,                0.87215,                0.80665,                 0.7267,                0.78171,                0.53514,                0.75102,                0.68339,                 0.7315,                0.39932,                 1.1354,                 1.2773,                0.67343,                0.94052,             0.00078672,             0.00078672,             0.00078672
                    230,                0.97988,                 1.1221,                0.58435,                0.87587,                0.82894,                0.71055,                0.78302,                0.53812,                0.78339,                0.66625,                0.72395,                0.40174,                  1.129,                 1.2789,                0.66511,                0.93956,             0.00078389,             0.00078389,             0.00078389
                    231,                0.97879,                 1.1153,                0.58481,                0.87583,                0.80162,                0.72534,                0.77777,                0.53128,                0.76938,                0.68058,                0.72962,                 0.4034,                 1.1481,                  1.293,                0.66905,                0.94226,             0.00078106,             0.00078106,             0.00078106
                    232,                0.97737,                 1.1558,                0.58308,                0.87377,                0.75578,                0.74762,                0.77726,                0.53748,                 0.7813,                0.66328,                0.72474,                0.40038,                  1.117,                 1.2971,                0.66345,                0.92865,             0.00077823,             0.00077823,             0.00077823
                    233,                 0.9716,                 1.0931,                0.58756,                0.88188,                0.80329,                 0.7195,                0.78129,                0.53787,                0.76013,                0.68215,                0.72788,                0.39585,                 1.1259,                 1.3206,                0.67062,                0.92557,              0.0007754,              0.0007754,              0.0007754
                    234,                0.95305,                 1.1245,                0.58303,                0.86994,                0.82426,                0.70643,                0.78169,                0.52893,                0.78139,                0.66004,                0.73019,                0.40244,                 1.1355,                 1.2935,                0.66986,                0.92914,             0.00077257,             0.00077257,             0.00077257
                    235,                0.95791,                  1.088,                0.56735,                0.87575,                0.81256,                0.72329,                0.78569,                 0.5376,                 0.7835,                0.66175,                0.72214,                0.39675,                 1.1318,                 1.2993,                 0.6605,                0.92626,             0.00076975,             0.00076975,             0.00076975
                    236,                0.98122,                 1.1322,                0.58281,                0.87745,                0.80559,                0.72094,                0.78415,                0.54125,                 0.7716,                0.66654,                0.72915,                0.40768,                 1.1146,                   1.28,                0.66365,                 0.9253,             0.00076692,             0.00076692,             0.00076692
                    237,                0.96588,                 1.1003,                 0.5783,                0.87738,                0.80527,                0.71992,                0.77804,                0.53277,                0.75093,                0.67197,                0.72581,                0.40999,                 1.1265,                 1.2835,                0.66884,                0.92797,             0.00076409,             0.00076409,             0.00076409
                    238,                0.96803,                 1.1135,                0.58016,                0.86868,                0.81229,                0.71045,                0.77487,                0.53824,                 0.7683,                0.67124,                0.72428,                0.40787,                 1.1041,                 1.2807,                0.66966,                0.92582,             0.00076126,             0.00076126,             0.00076126
                    239,                0.94632,                 1.1122,                0.58257,                0.87328,                0.82306,                0.71608,                0.78321,                0.54277,                0.78848,                  0.668,                0.73306,                0.40351,                 1.1227,                 1.3016,                0.66461,                0.93128,             0.00075843,             0.00075843,             0.00075843
                    240,                0.95041,                 1.0917,                0.57158,                0.87648,                0.82607,                0.71519,                0.78501,                0.54016,                0.78457,                0.66827,                0.72543,                0.40471,                 1.1141,                  1.292,                0.65722,                0.92577,              0.0007556,              0.0007556,              0.0007556
                    241,                0.97219,                 1.1333,                0.58581,                 0.8744,                0.83246,                0.71256,                0.78166,                0.54092,                 0.7939,                0.65772,                0.72168,                0.40377,                 1.1255,                 1.2805,                0.66457,                0.93759,             0.00075277,             0.00075277,             0.00075277
                    242,                0.96634,                 1.1616,                0.58882,                0.87418,                0.80758,                0.72274,                0.78396,                0.54308,                0.78927,                0.66953,                0.72883,                0.40168,                 1.1235,                 1.3067,                0.67126,                0.92805,             0.00074994,             0.00074994,             0.00074994
                    243,                0.96399,                 1.1024,                0.58093,                0.87047,                0.82605,                0.72139,                 0.7857,                0.54062,                0.78668,                0.67929,                0.73263,                0.39791,                 1.1171,                 1.2865,                0.67004,                0.93087,             0.00074711,             0.00074711,             0.00074711
                    244,                0.94558,                 1.1305,                0.56662,                0.87286,                0.81653,                0.72304,                0.78597,                0.54466,                0.76751,                0.67818,                0.72566,                0.40862,                 1.1042,                 1.2952,                0.65739,                  0.927,             0.00074428,             0.00074428,             0.00074428
                    245,                0.97413,                 1.1523,                0.58296,                 0.8713,                0.82105,                0.72297,                0.78857,                0.54043,                0.77329,                0.66738,                0.71851,                0.39698,                 1.1113,                 1.2958,                0.66609,                0.92725,             0.00074145,             0.00074145,             0.00074145
                    246,                0.95672,                  1.145,                0.57387,                0.87755,                0.80641,                0.72813,                0.78713,                0.54334,                 0.7676,                0.67653,                0.72475,                0.40517,                 1.1083,                 1.2857,                0.66334,                0.92128,             0.00073862,             0.00073862,             0.00073862
                    247,                0.96325,                 1.1167,                0.57813,                0.87203,                0.83621,                 0.7228,                0.78398,                0.53622,                 0.7765,                0.67708,                0.72245,                0.40096,                 1.1135,                 1.2944,                0.66765,                0.92544,             0.00073579,             0.00073579,             0.00073579
                    248,                0.94645,                 1.1132,                0.55919,                0.86963,                0.83103,                0.72411,                0.79474,                0.54521,                0.78111,                0.67453,                0.72665,                0.40403,                  1.113,                 1.2807,                0.64741,                 0.9311,             0.00073296,             0.00073296,             0.00073296
                    249,                0.95298,                 1.1064,                0.56372,                0.86788,                0.82337,                 0.7101,                0.78412,                0.53869,                0.75674,                0.67934,                0.72229,                0.39541,                 1.1227,                 1.3032,                0.66589,                 0.9298,             0.00073013,             0.00073013,             0.00073013
                    250,                 0.9546,                 1.1048,                0.56255,                 0.8742,                0.83614,                0.71112,                 0.7892,                0.54464,                0.79489,                0.65619,                0.71632,                0.39553,                 1.1115,                 1.2946,                0.65815,                0.92966,              0.0007273,              0.0007273,              0.0007273
                    251,                0.95739,                 1.0926,                0.57676,                0.87419,                0.81066,                0.72685,                0.78457,                0.54055,                0.78118,                0.68488,                0.73442,                0.40743,                 1.1315,                 1.2794,                0.65297,                0.94031,             0.00072447,             0.00072447,             0.00072447
                    252,                0.96705,                 1.1297,                0.57634,                0.87262,                0.80495,                0.73517,                0.78641,                0.54186,                0.76115,                0.68734,                 0.7279,                0.40105,                 1.1226,                 1.2712,                0.66435,                0.93383,             0.00072164,             0.00072164,             0.00072164
                    253,                 0.9512,                  1.105,                0.56642,                0.86938,                0.77113,                0.73155,                0.78324,                0.54315,                0.81963,                0.63715,                0.72734,                0.40366,                 1.1289,                 1.2821,                0.66384,                0.93504,             0.00071882,             0.00071882,             0.00071882
                    254,                0.96251,                 1.1191,                0.58019,                0.87502,                0.80655,                0.71998,                0.78232,                0.54081,                0.77429,                0.67852,                0.73633,                0.40941,                 1.1317,                 1.2902,                0.66367,                0.93971,             0.00071599,             0.00071599,             0.00071599
                    255,                0.96356,                 1.1286,                0.57763,                0.87384,                0.83569,                0.72313,                0.78984,                0.54325,                0.80812,                0.68209,                0.74108,                0.41172,                 1.1213,                 1.2842,                0.66175,                0.93505,             0.00071316,             0.00071316,             0.00071316
                    256,                0.95006,                 1.1256,                0.57048,                0.87423,                0.79733,                0.72677,                0.78585,                0.54367,                0.77111,                0.68679,                0.73964,                0.40797,                 1.1162,                   1.27,                0.65882,                0.93024,             0.00071033,             0.00071033,             0.00071033
                    257,                0.95149,                 1.1058,                 0.5692,                0.87324,                0.80316,                0.71019,                0.77921,                0.54095,                0.77757,                0.65628,                0.71739,                0.39638,                   1.12,                 1.2987,                0.66698,                0.92864,              0.0007075,              0.0007075,              0.0007075
                    258,                 0.9711,                 1.0788,                0.57476,                0.87513,                0.79348,                0.71864,                0.78356,                0.54731,                0.75172,                 0.6744,                0.72911,                0.39915,                 1.1221,                 1.2998,                0.66265,                0.92752,             0.00070467,             0.00070467,             0.00070467
                    259,                0.93796,                 1.1002,                 0.5738,                0.86942,                 0.7868,                0.73507,                0.78356,                0.54537,                0.77301,                0.68185,                0.74082,                0.41131,                 1.1287,                 1.2888,                0.66759,                0.93397,             0.00070184,             0.00070184,             0.00070184
                    260,                0.95936,                 1.1223,                 0.5657,                0.87433,                0.80096,                0.72176,                0.78292,                0.54558,                 0.7768,                0.68686,                0.75067,                0.42142,                 1.1164,                   1.27,                0.66116,                0.93182,             0.00069901,             0.00069901,             0.00069901
                    261,                0.96257,                 1.1009,                0.57424,                0.87497,                0.82133,                0.72454,                0.78756,                0.54733,                0.78022,                0.68015,                0.73716,                0.40731,                 1.1145,                  1.265,                0.66137,                0.92985,             0.00069618,             0.00069618,             0.00069618
                    262,                0.95883,                 1.1162,                0.56588,                0.87361,                0.83023,                0.72564,                0.78906,                0.54826,                0.78201,                0.67711,                0.72935,                0.40189,                 1.1203,                 1.2736,                 0.6593,                0.93211,             0.00069335,             0.00069335,             0.00069335
                    263,                0.93979,                 1.0905,                0.57013,                0.87589,                0.79565,                0.73203,                0.78609,                0.54044,                0.75916,                0.69044,                0.74034,                0.41566,                 1.1304,                 1.2857,                 0.6563,                0.93545,             0.00069052,             0.00069052,             0.00069052
                    264,                0.93958,                 1.0927,                0.55971,                0.86483,                  0.816,                0.73111,                0.79099,                0.54224,                0.76261,                0.68203,                0.72725,                0.40365,                 1.1262,                  1.287,                0.64967,                0.93033,             0.00068769,             0.00068769,             0.00068769
                    265,                0.94304,                 1.1244,                0.55778,                0.86144,                0.83008,                0.71423,                0.78699,                0.54244,                0.78665,                0.67372,                0.73453,                0.41158,                 1.1265,                 1.2881,                0.65775,                0.93558,             0.00068486,             0.00068486,             0.00068486
                    266,                0.94402,                 1.0948,                0.56348,                0.87038,                 0.8346,                0.71511,                0.78349,                0.53941,                0.79614,                0.67195,                0.73029,                0.40932,                 1.1345,                 1.2962,                0.66359,                 0.9395,             0.00068203,             0.00068203,             0.00068203
                    267,                0.95882,                 1.0952,                0.57882,                0.87737,                0.78907,                 0.7122,                0.77742,                0.53671,                0.76565,                0.66769,                0.72613,                0.40537,                 1.1213,                 1.2848,                0.66831,                 0.9345,              0.0006792,              0.0006792,              0.0006792
                    268,                0.94728,                 1.1113,                0.56485,                0.86341,                0.81848,                0.72316,                0.78874,                0.54567,                 0.7743,                0.68002,                0.72794,                0.40223,                 1.1251,                 1.2833,                0.64995,                0.93736,             0.00067637,             0.00067637,             0.00067637
                    269,                 0.9475,                 1.0966,                0.56565,                0.87402,                0.80907,                0.72753,                 0.7873,                0.54661,                0.76366,                0.67814,                0.71807,                0.40246,                 1.1098,                 1.2793,                0.65417,                0.92869,             0.00067354,             0.00067354,             0.00067354
                    270,                0.95398,                 1.1029,                0.56826,                0.87452,                0.82288,                0.72582,                0.78828,                0.54235,                0.77764,                0.68305,                 0.7266,                0.40087,                 1.1148,                 1.2937,                0.66258,                0.93278,             0.00067072,             0.00067072,             0.00067072
                    271,                0.95453,                 1.0993,                0.55955,                0.86544,                0.82786,                0.73847,                0.79404,                0.54828,                0.78316,                0.67826,                0.72744,                0.40411,                 1.1225,                 1.2976,                0.65943,                0.93425,             0.00066789,             0.00066789,             0.00066789
                    272,                 0.9364,                 1.1143,                0.56204,                0.87537,                0.79842,                0.74287,                  0.788,                0.54372,                0.76628,                0.69461,                0.73765,                0.40452,                 1.1173,                 1.2913,                0.65589,                0.93624,             0.00066506,             0.00066506,             0.00066506
                    273,                0.94215,                 1.1016,                 0.5598,                0.86351,                0.80642,                 0.7375,                0.78581,                 0.5423,                0.77698,                0.68609,                0.73593,                0.40579,                 1.1189,                 1.2833,                0.65329,                0.94042,             0.00066223,             0.00066223,             0.00066223
                    274,                0.95243,                 1.0963,                0.57093,                0.86451,                0.80771,                 0.7312,                 0.7864,                 0.5451,                 0.7895,                0.67429,                0.73493,                0.41464,                 1.1174,                 1.2755,                0.64498,                0.94278,              0.0006594,              0.0006594,              0.0006594
                    275,                 0.9333,                 1.0835,                0.55344,                0.86511,                0.80169,                0.72958,                 0.7861,                0.54234,                0.76859,                 0.6713,                0.71985,                0.40072,                 1.1127,                 1.2673,                0.65912,                0.93702,             0.00065657,             0.00065657,             0.00065657
                    276,                0.94431,                 1.0914,                0.55868,                0.87473,                0.82117,                0.71931,                 0.7863,                0.54542,                0.78153,                0.67058,                0.73174,                0.40385,                 1.1147,                  1.286,                0.65143,                0.93812,             0.00065374,             0.00065374,             0.00065374
                    277,                0.96588,                 1.1467,                0.56764,                0.87963,                0.84594,                 0.7237,                0.79616,                0.54624,                0.80169,                0.66197,                0.72734,                0.40088,                 1.1176,                 1.2735,                0.65241,                0.93977,             0.00065091,             0.00065091,             0.00065091
                    278,                0.95666,                 1.0995,                0.56578,                0.87419,                0.82785,                0.72979,                0.78926,                0.54669,                0.77606,                0.68128,                0.72593,                0.39795,                 1.1191,                 1.2777,                0.65649,                0.94136,             0.00064808,             0.00064808,             0.00064808
                    279,                0.94048,                 1.1032,                0.56896,                0.87255,                0.80685,                0.74417,                0.78844,                0.54374,                0.76858,                0.69125,                0.72789,                0.40091,                 1.1178,                 1.2735,                 0.6557,                 0.9423,             0.00064525,             0.00064525,             0.00064525
                    280,                0.93521,                  1.085,                0.56415,                0.86943,                0.80996,                0.73718,                0.79016,                0.54764,                   0.76,                0.68001,                0.72354,                0.40733,                 1.1069,                 1.2716,                0.65159,                0.93613,             0.00064242,             0.00064242,             0.00064242
                    281,                0.93738,                 1.0906,                0.55437,                0.86843,                0.81662,                0.72278,                 0.7872,                0.54869,                0.77634,                0.68036,                0.73468,                0.40894,                 1.1113,                 1.2816,                0.65288,                 0.9302,             0.00063959,             0.00063959,             0.00063959
                    282,                0.94264,                 1.1086,                0.55239,                0.86466,                0.82537,                0.72593,                0.79039,                0.54808,                0.79308,                 0.6726,                0.73214,                0.40701,                 1.1117,                 1.2784,                0.64812,                0.92803,             0.00063676,             0.00063676,             0.00063676
                    283,                0.93136,                 1.0818,                0.55671,                0.86548,                0.82078,                0.72637,                0.78701,                0.54437,                0.78495,                0.67989,                0.72926,                0.40118,                 1.1141,                 1.2607,                0.66044,                0.93193,             0.00063393,             0.00063393,             0.00063393
                    284,                0.92886,                 1.0837,                0.55417,                0.87577,                 0.7783,                0.72573,                0.78304,                0.54469,                0.72614,                0.67337,                0.71999,                0.40733,                 1.1212,                  1.277,                0.65308,                0.93919,              0.0006311,              0.0006311,              0.0006311
                    285,                0.94493,                 1.0858,                0.55845,                0.87067,                0.82432,                0.71857,                0.78521,                0.54507,                0.77232,                0.67165,                 0.7223,                0.40575,                 1.1059,                 1.2701,                0.64966,                0.92971,             0.00062827,             0.00062827,             0.00062827
                    286,                0.93325,                 1.1064,                0.56997,                0.87211,                0.82554,                0.70965,                0.78384,                0.54301,                 0.8105,                 0.6537,                0.72658,                0.41056,                 1.1144,                 1.2858,                  0.654,                0.93342,             0.00062544,             0.00062544,             0.00062544
                    287,                0.92937,                 1.1052,                0.55932,                0.86993,                0.82207,                0.72197,                0.78591,                0.54456,                0.77672,                0.67142,                0.72203,                0.40389,                 1.1184,                 1.2941,                0.65933,                0.93459,             0.00062262,             0.00062262,             0.00062262
                    288,                0.94276,                 1.1177,                0.55862,                0.86934,                0.82302,                0.72892,                0.78553,                0.54659,                0.78103,                0.68465,                0.73491,                 0.4124,                 1.1019,                 1.2672,                 0.6454,                 0.9309,             0.00061979,             0.00061979,             0.00061979
                    289,                0.96107,                 1.0886,                0.56916,                0.87595,                0.82392,                0.72115,                0.78342,                0.54766,                0.78506,                 0.6791,                 0.7298,                0.40764,                 1.1134,                  1.268,                0.64905,                0.93598,             0.00061696,             0.00061696,             0.00061696
                    290,                0.94879,                  1.122,                0.56212,                0.87613,                0.82848,                0.72092,                0.78741,                0.54211,                0.75344,                0.69998,                 0.7372,                0.41355,                 1.1178,                 1.2848,                0.65664,                0.93635,             0.00061413,             0.00061413,             0.00061413
                    291,                0.92254,                 1.0508,                0.55052,                0.86429,                0.79019,                0.73512,                0.77833,                0.54032,                0.75411,                0.69423,                0.73741,                  0.416,                 1.1297,                 1.2827,                0.66124,                0.93968,              0.0006113,              0.0006113,              0.0006113
                    292,                0.92755,                 1.0961,                0.55095,                0.86281,                0.82043,                0.72317,                0.78034,                0.54351,                0.79257,                0.67547,                0.73507,                0.41185,                 1.1232,                 1.2913,                0.65454,                0.93618,             0.00060847,             0.00060847,             0.00060847
                    293,                0.93682,                 1.1057,                 0.5713,                0.87196,                0.83085,                0.71434,                0.77943,                0.53913,                0.78896,                0.66625,                0.73077,                0.40632,                 1.1194,                 1.2807,                0.65676,                 0.9373,             0.00060564,             0.00060564,             0.00060564
                    294,                0.91392,                 1.0813,                0.55866,                0.86739,                0.82477,                0.70788,                0.78187,                0.54203,                0.79183,                0.66799,                0.73739,                0.40773,                 1.1138,                 1.2817,                0.65773,                0.93733,             0.00060281,             0.00060281,             0.00060281
                    295,                0.93531,                 1.0871,                0.56297,                0.86477,                0.81343,                0.72338,                0.78585,                 0.5425,                 0.7804,                0.67528,                0.73587,                0.41085,                 1.1303,                 1.2714,                0.65054,                  0.943,             0.00059998,             0.00059998,             0.00059998
                    296,                0.92528,                 1.0597,                0.55086,                0.86885,                0.81043,                0.72467,                0.78618,                0.54018,                0.77769,                0.67875,                0.73517,                0.40334,                 1.1315,                 1.2697,                0.65494,                0.94627,             0.00059715,             0.00059715,             0.00059715
                    297,                 0.9354,                 1.1044,                 0.5446,                 0.8648,                0.82015,                0.71906,                0.78318,                0.53789,                0.80987,                0.66658,                0.73499,                0.41207,                 1.1317,                 1.2725,                0.65473,                0.94398,             0.00059432,             0.00059432,             0.00059432
                    298,                0.92777,                 1.1001,                0.54338,                0.86535,                0.81442,                 0.7307,                0.78429,                0.54213,                0.77092,                0.68742,                0.73352,                0.40623,                 1.1252,                 1.2751,                0.65013,                0.94166,             0.00059149,             0.00059149,             0.00059149
                    299,                0.92492,                 1.0939,                 0.5437,                0.86671,                0.83286,                0.73673,                0.79811,                0.55142,                0.77441,                0.68053,                0.72235,                0.40308,                 1.1206,                 1.2695,                0.64461,                0.93891,             0.00058866,             0.00058866,             0.00058866
                    300,                0.92775,                 1.0984,                0.54767,                0.86856,                0.83062,                 0.7377,                0.79665,                0.55166,                0.79791,                0.69145,                0.74588,                0.41461,                 1.1173,                 1.2827,                0.64541,                0.93603,             0.00058583,             0.00058583,             0.00058583
                    301,                0.91317,                 1.0698,                0.54643,                0.86001,                0.82954,                 0.7293,                0.78707,                0.54637,                0.79728,                0.67677,                  0.735,                0.41309,                  1.125,                 1.2873,                0.65394,                0.94022,               0.000583,               0.000583,               0.000583
                    302,                 0.9243,                  1.088,                0.54555,                0.86946,                0.80403,                 0.7306,                0.78762,                0.54261,                0.78231,                0.67493,                0.73208,                0.40417,                 1.1215,                 1.2764,                0.65073,                0.93637,             0.00058017,             0.00058017,             0.00058017
                    303,                 0.9204,                 1.0577,                0.54263,                0.85928,                0.80391,                0.74169,                 0.7877,                0.54566,                0.78663,                0.68094,                0.73741,                0.40979,                 1.1224,                  1.289,                0.65066,                0.94061,             0.00057734,             0.00057734,             0.00057734
                    304,                0.90618,                 1.0676,                0.53314,                0.85799,                0.84585,                0.71558,                0.78794,                0.54925,                0.79952,                0.66917,                0.73292,                0.40842,                 1.1221,                 1.2934,                 0.6468,                0.94605,             0.00057452,             0.00057452,             0.00057452
                    305,                0.93458,                 1.0923,                0.55979,                0.86526,                0.82109,                0.72355,                0.79217,                0.55163,                0.79592,                0.66664,                0.73584,                0.41312,                 1.1167,                 1.2903,                0.64154,                0.93988,             0.00057169,             0.00057169,             0.00057169
                    306,                0.92551,                 1.0778,                0.55018,                0.86403,                0.82083,                0.73314,                0.79455,                0.54932,                0.78741,                0.67929,                0.73798,                0.41131,                 1.1263,                 1.2834,                0.64079,                0.94293,             0.00056886,             0.00056886,             0.00056886
                    307,                 0.9138,                 1.0689,                0.53713,                0.86899,                0.82131,                0.73248,                0.79141,                0.54447,                0.79554,                0.67492,                 0.7391,                0.41325,                 1.1248,                 1.2961,                0.64553,                0.94072,             0.00056603,             0.00056603,             0.00056603
                    308,                0.93263,                 1.1084,                0.55288,                0.87093,                0.79989,                0.74757,                0.79314,                0.54786,                0.77153,                0.67901,                0.73005,                0.41282,                 1.1246,                 1.2742,                0.64569,                0.94043,              0.0005632,              0.0005632,              0.0005632
                    309,                 0.9175,                 1.1026,                0.54479,                 0.8727,                0.81141,                0.73426,                0.78544,                0.54273,                0.76465,                0.67492,                0.72494,                0.40346,                 1.1238,                 1.2726,                0.64651,                0.94436,             0.00056037,             0.00056037,             0.00056037
                    310,                 0.9158,                 1.0494,                0.54479,                0.86696,                0.81916,                0.72655,                0.78445,                0.54242,                0.76905,                0.67515,                0.72872,                0.40983,                 1.1267,                 1.2746,                0.65291,                0.94564,             0.00055754,             0.00055754,             0.00055754
                    311,                0.91303,                 1.0561,                0.54301,                0.86727,                0.81553,                0.72829,                 0.7808,                0.54083,                0.77168,                0.67749,                0.73029,                0.40896,                 1.1222,                  1.276,                 0.6576,                0.94546,             0.00055471,             0.00055471,             0.00055471
                    312,                0.90158,                 1.0669,                0.53251,                0.86227,                 0.8034,                0.72628,                0.78435,                0.54477,                0.77802,                0.66213,                0.72423,                0.40618,                 1.1149,                  1.268,                0.65409,                0.94132,             0.00055188,             0.00055188,             0.00055188
                    313,                0.91562,                 1.1024,                0.53589,                0.85768,                0.82117,                0.73059,                 0.7932,                0.54674,                0.76869,                0.67696,                0.73545,                0.41108,                 1.1182,                 1.2571,                0.64555,                0.94016,             0.00054905,             0.00054905,             0.00054905
                    314,                0.92185,                 1.0942,                0.54191,                0.86132,                 0.8182,                0.72634,                0.78648,                0.54862,                0.77237,                0.67762,                0.73864,                0.41222,                 1.1131,                 1.2579,                0.64954,                0.93952,             0.00054622,             0.00054622,             0.00054622
                    315,                0.91905,                 1.0802,                 0.5412,                0.86522,                0.81345,                0.73308,                0.78851,                0.54662,                0.75687,                0.68148,                0.72766,                0.40265,                 1.1138,                 1.2672,                0.65198,                0.93863,             0.00054339,             0.00054339,             0.00054339
                    316,                0.91533,                 1.0913,                0.53583,                0.86431,                0.81028,                0.73771,                0.79352,                0.54648,                0.75629,                0.67985,                  0.727,                0.39805,                 1.1232,                 1.2704,                0.65618,                0.93937,             0.00054056,             0.00054056,             0.00054056
